mesh_7,mesh_code,NL2003count,NL2003sum,NL2003mean
"3823531","38235322",,,
"3823532","38235327",,,
"3823533","38235372",,,
"3823534","38235377",,,
"3823441","38234422",,,
"3823442","38234427",,,
"3823443","38234472",,,
"3823444","38234477",,,
"3823541","38235422",,,
"3823542","38235427",,,
"3823543","38235472",,,
"3823544","38235477",,,
"3823751","38237522",,,
"3823752","38237527",,,
"3823753","38237572",,,
"3823754","38237577",,,
"3824741","38247422",,,
"3824742","38247427",,,
"3824743","38247472",,,
"3824744","38247477",,,
"3831511","38315122",42,0,0
"3831512","38315127",41,0,0
"3831513","38315172",42,0,0
"3831514","38315177",41,0,0
"3831611","38316122",42,0,0
"3831612","38316127",42,0,0
"3831613","38316172",41,0,0
"3831614","38316177",40,0,0
"3831521","38315222",41,0,0
"3831522","38315227",40,0,0
"3831523","38315272",42,0,0
"3831524","38315277",42,0,0
"3831621","38316222",41,0,0
"3831622","38316227",40,0,0
"3831623","38316272",43,0,0
"3831624","38316277",42,0,0
"3831721","38317222",42,0,0
"3831722","38317227",40,0,0
"3831723","38317272",41,0,0
"3831724","38317277",41,0,0
"3841121","38411222",40,0,0
"3841122","38411227",40,0,0
"3841123","38411272",40,0,0
"3841124","38411277",40,0,0
"3926351","39263522",,,
"3926352","39263527",,,
"3926353","39263572",,,
"3926354","39263577",,,
"3926451","39264522",,,
"3926452","39264527",,,
"3926453","39264572",,,
"3926454","39264577",,,
"3926361","39263622",,,
"3926362","39263627",,,
"3926363","39263672",,,
"3926364","39263677",,,
"3926461","39264622",,,
"3926462","39264627",,,
"3926463","39264672",,,
"3926464","39264677",,,
"3926761","39267622",,,
"3926762","39267627",,,
"3926763","39267672",,,
"3926764","39267677",,,
"3926471","39264722",,,
"3926472","39264727",,,
"3926473","39264772",,,
"3926474","39264777",,,
"3927401","39274022",,,
"3927402","39274027",,,
"3927403","39274072",,,
"3927404","39274077",,,
"3927111","39271122",,,
"3927112","39271127",,,
"3927113","39271172",,,
"3927114","39271177",,,
"3927211","39272122",,,
"3927212","39272127",,,
"3927213","39272172",,,
"3927214","39272177",,,
"3927411","39274122",,,
"3927412","39274127",,,
"3927413","39274172",,,
"3927414","39274177",,,
"3927611","39276122",,,
"3927612","39276127",,,
"3927613","39276172",,,
"3927614","39276177",,,
"3927711","39277122",,,
"3927712","39277127",,,
"3927713","39277172",,,
"3927714","39277177",,,
"3927121","39271222",,,
"3927122","39271227",,,
"3927123","39271272",,,
"3927124","39271277",,,
"3927221","39272222",,,
"3927222","39272227",,,
"3927223","39272272",,,
"3927224","39272277",,,
"3927321","39273222",,,
"3927322","39273227",,,
"3927323","39273272",,,
"3927324","39273277",,,
"3927231","39272322",,,
"3927232","39272327",,,
"3927233","39272372",,,
"3927234","39272377",,,
"3927331","39273322",,,
"3927332","39273327",,,
"3927333","39273372",,,
"3927334","39273377",,,
"3927141","39271422",12,0,0
"3927142","39271427",44,0,0
"3927143","39271472",15,0,0
"3927144","39271477",42,0,0
"3927241","39272422",19,0,0
"3927242","39272427",43,0,0
"3927243","39272472",21,0,0
"3927244","39272477",43,0,0
"3927341","39273422",25,0,0
"3927342","39273427",42,0,0
"3927343","39273472",29,0,0
"3927344","39273477",42,0,0
"3927051","39270522",42,0,0
"3927052","39270527",43,0,0
"3927053","39270572",42,0,0
"3927054","39270577",42,0,0
"3927151","39271522",42,0,0
"3927152","39271527",42,0,0
"3927153","39271572",43,0,0
"3927154","39271577",42,0,0
"3927251","39272522",41,0,0
"3927252","39272527",40,0,0
"3927253","39272572",43,0,0
"3927254","39272577",41,0,0
"3927351","39273522",42,0,0
"3927352","39273527",42,0,0
"3927353","39273572",41,0,0
"3927354","39273577",41,0,0
"3927451","39274522",42,0,0
"3927452","39274527",42,0,0
"3927453","39274572",41,0,0
"3927454","39274577",43,0,0
"3927551","39275522",41,0,0
"3927552","39275527",41,0,0
"3927553","39275572",42,0,0
"3927554","39275577",42,0,0
"3927161","39271622",41,0,0
"3927162","39271627",42,0,0
"3927163","39271672",42,0,0
"3927164","39271677",42,0,0
"3927261","39272622",44,0,0
"3927262","39272627",42,0,0
"3927263","39272672",41,0,0
"3927264","39272677",42,0,0
"3927361","39273622",42,0,0
"3927362","39273627",43,0,0
"3927363","39273672",43,0,0
"3927364","39273677",43,0,0
"3927461","39274622",41,0,0
"3927462","39274627",42,0,0
"3927463","39274672",43,0,0
"3927464","39274677",42,0,0
"3927561","39275622",41,0,0
"3927562","39275627",42,0,0
"3927563","39275672",43,0,0
"3927564","39275677",40,0,0
"3927661","39276622",42,0,0
"3927662","39276627",42,0,0
"3927663","39276672",41,0,0
"3927664","39276677",42,0,0
"3927761","39277622",42,0,0
"3927762","39277627",41,0,0
"3927763","39277672",42,0,0
"3927764","39277677",43,0,0
"3927171","39271722",43,0,0
"3927172","39271727",42,0,0
"3927173","39271772",41,0,0
"3927174","39271777",42,0,0
"3927271","39272722",43,0,0
"3927272","39272727",40,0,0
"3927273","39272772",42,0,0
"3927274","39272777",42,0,0
"3927371","39273722",40,0,0
"3927372","39273727",43,0,0
"3927373","39273772",42,0,0
"3927374","39273777",41,0,0
"3927471","39274722",42,0,0
"3927472","39274727",42,0,0
"3927473","39274772",41,0,0
"3927474","39274777",42,0,0
"3927571","39275722",43,0,0
"3927572","39275727",43,0,0
"3927573","39275772",41,0,0
"3927574","39275777",43,0,0
"3927671","39276722",43,0,0
"3927672","39276727",41,0,0
"3927673","39276772",42,0,0
"3927674","39276777",43,0,0
"3927771","39277722",42,0,0
"3927772","39277727",41,0,0
"3927773","39277772",42,0,0
"3927774","39277777",42,0,0
"3928401","39284022",42,0,0
"3928402","39284027",41,0,0
"3928403","39284072",43,0,0
"3928404","39284077",42,0,0
"3928501","39285022",41,0,0
"3928502","39285027",40,0,0
"3928503","39285072",42,0,0
"3928504","39285077",43,0,0
"3928601","39286022",40,0,0
"3928602","39286027",43,0,0
"3928603","39286072",42,0,0
"3928604","39286077",41,0,0
"3928701","39287022",42,0,0
"3928702","39287027",43,0,0
"3928703","39287072",41,0,0
"3928704","39287077",41,0,0
"3928611","39286122",42,0,0
"3928612","39286127",42,0,0
"3928613","39286172",42,0,0
"3928614","39286177",41,0,0
"3928711","39287122",42,0,0
"3928712","39287127",41,0,0
"3928713","39287172",43,0,0
"3928714","39287177",41,0,0
"3928721","39287222",41,0,0
"3928722","39287227",42,0,0
"3928723","39287272",42,0,0
"3928724","39287277",42,0,0
"3942701","39427022",40,0,0
"3942702","39427027",40,0,0
"3942703","39427072",40,0,0
"3942704","39427077",40,0,0
"3942611","39426122",40,0,0
"3942612","39426127",41,0,0
"3942613","39426172",40,0,0
"3942614","39426177",40,0,0
"3942711","39427122",40,3,0.075
"3942712","39427127",40,0,0
"3942713","39427172",40,34,0.85
"3942714","39427177",40,0,0
"4027051","40270522",43,0,0
"4027052","40270527",43,0,0
"4027053","40270572",42,0,0
"4027054","40270577",42,0,0
"4027061","40270622",40,0,0
"4027062","40270627",41,0,0
"4027063","40270672",42,0,0
"4027064","40270677",43,0,0
"4027071","40270722",43,0,0
"4027072","40270727",42,0,0
"4027073","40270772",41,0,0
"4027074","40270777",40,0,0
"4027271","40272722",41,0,0
"4027272","40272727",41,0,0
"4027273","40272772",42,0,0
"4027274","40272777",43,0,0
"4027371","40273722",40,0,0
"4027372","40273727",42,0,0
"4027373","40273772",42,0,0
"4027374","40273777",42,0,0
"4027471","40274722",43,0,0
"4027472","40274727",42,0,0
"4027473","40274772",41,0,0
"4027474","40274777",41,0,0
"4027571","40275722",42,0,0
"4027572","40275727",43,0,0
"4027573","40275772",41,0,0
"4027574","40275777",42,0,0
"4028001","40280022",42,0,0
"4028002","40280027",43,0,0
"4028003","40280072",42,0,0
"4028004","40280077",42,0,0
"4028401","40284022",42,0,0
"4028402","40284027",41,0,0
"4028403","40284072",43,0,0
"4028404","40284077",41,0,0
"4028501","40285022",40,0,0
"4028502","40285027",41,0,0
"4028503","40285072",42,0,0
"4028504","40285077",42,0,0
"4028011","40280122",41,0,0
"4028012","40280127",40,0,0
"4028013","40280172",42,0,0
"4028014","40280177",43,0,0
"4028111","40281122",40,0,0
"4028112","40281127",42,0,0
"4028113","40281172",41,0,0
"4028114","40281177",41,0,0
"4028211","40282122",41,0,0
"4028212","40282127",43,0,0
"4028213","40282172",41,0,0
"4028214","40282177",41,0,0
"4028021","40280222",42,0,0
"4028022","40280227",43,0,0
"4028023","40280272",40,0,0
"4028024","40280277",41,0,0
"4028121","40281222",43,0,0
"4028122","40281227",42,0,0
"4028123","40281272",41,0,0
"4028124","40281277",41,0,0
"4028221","40282222",42,0,0
"4028222","40282227",41,0,0
"4028223","40282272",43,0,0
"4028224","40282277",41,0,0
"4028431","40284322",43,51,1.18604651162791
"4028432","40284327",41,17,0.414634146341463
"4028433","40284372",41,86,2.09756097560976
"4028434","40284377",40,11,0.275
"4028741","40287422",43,0,0
"4028742","40287427",41,0,0
"4028743","40287472",41,0,0
"4028744","40287477",40,0,0
"4040661","40406622",40,0,0
"4040662","40406627",40,0,0
"4040663","40406672",40,0,0
"4040664","40406677",40,0,0
"4040761","40407622",40,0,0
"4040762","40407627",40,0,0
"4040763","40407672",40,0,0
"4040764","40407677",40,0,0
"4040671","40406722",40,0,0
"4040672","40406727",40,0,0
"4040673","40406772",40,0,0
"4040674","40406777",40,0,0
"4040771","40407722",40,0,0
"4040772","40407727",40,0,0
"4040773","40407772",40,0,0
"4040774","40407777",40,0,0
"4042001","40420022",40,0,0
"4042002","40420027",40,0,0
"4042003","40420072",39,0,0
"4042004","40420077",40,0,0
"4042011","40420122",40,0,0
"4042012","40420127",40,0,0
"4042013","40420172",40,0,0
"4042014","40420177",40,0,0
"4042411","40424122",40,0,0
"4042412","40424127",40,0,0
"4042413","40424172",40,3,0.075
"4042414","40424177",40,23,0.575
"4042511","40425122",40,0,0
"4042512","40425127",40,30,0.75
"4042513","40425172",40,0,0
"4042514","40425177",40,0,0
"4042611","40426122",40,0,0
"4042612","40426127",40,0,0
"4042613","40426172",39,0,0
"4042614","40426177",39,0,0
"4042521","40425222",40,0,0
"4042522","40425227",40,0,0
"4042523","40425272",40,0,0
"4042524","40425277",40,0,0
"4128611","41286122",41,0,0
"4128612","41286127",41,0,0
"4128613","41286172",41,0,0
"4128614","41286177",41,0,0
"4128041","41280422",41,80,1.95121951219512
"4128042","41280427",42,186,4.42857142857143
"4128043","41280472",42,57,1.35714285714286
"4128044","41280477",40,190,4.75
"4128051","41280522",41,22,0.536585365853659
"4128052","41280527",42,0,0
"4128053","41280572",42,224,5.33333333333333
"4128054","41280577",41,0,0
"4128151","41281522",42,78,1.85714285714286
"4128152","41281527",42,21,0.5
"4128153","41281572",41,0,0
"4128154","41281577",42,0,0
"4128371","41283722",41,0,0
"4128372","41283727",42,0,0
"4128373","41283772",40,6,0.15
"4128374","41283777",41,12,0.292682926829268
"4128471","41284722",41,51,1.24390243902439
"4128472","41284727",41,129,3.14634146341463
"4128473","41284772",41,80,1.95121951219512
"4128474","41284777",42,125,2.97619047619048
"4128571","41285722",41,44,1.07317073170732
"4128572","41285727",41,83,2.02439024390244
"4128573","41285772",41,136,3.31707317073171
"4128574","41285777",42,78,1.85714285714286
"4128671","41286722",41,113,2.75609756097561
"4128672","41286727",41,38,0.926829268292683
"4128673","41286772",42,11,0.261904761904762
"4128674","41286777",42,0,0
"4128771","41287722",41,0,0
"4128772","41287727",41,0,0
"4128773","41287772",41,0,0
"4128774","41287777",41,0,0
"4129401","41294022",41,4,0.0975609756097561
"4129402","41294027",40,0,0
"4129403","41294072",42,121,2.88095238095238
"4129404","41294077",41,0,0
"4129501","41295022",40,91,2.275
"4129502","41295027",41,0,0
"4129503","41295072",41,6,0.146341463414634
"4129504","41295077",41,0,0
"4129721","41297222",41,0,0
"4129722","41297227",42,0,0
"4129723","41297272",41,0,0
"4129724","41297277",41,0,0
"4142401","41424022",40,0,0
"4142402","41424027",40,0,0
"4142403","41424072",40,0,0
"4142404","41424077",40,0,0
"4142111","41421122",39,0,0
"4142112","41421127",40,0,0
"4142113","41421172",40,0,0
"4142114","41421177",40,0,0
"4142211","41422122",39,0,0
"4142212","41422127",40,0,0
"4142213","41422172",39,0,0
"4142214","41422177",40,0,0
"4142311","41423122",39,0,0
"4142312","41423127",40,0,0
"4142313","41423172",40,0,0
"4142314","41423177",40,0,0
"4142411","41424122",39,0,0
"4142412","41424127",40,0,0
"4142413","41424172",39,0,0
"4142414","41424177",40,0,0
"4229011","42290122",41,3,0.0731707317073171
"4229012","42290127",41,0,0
"4229013","42290172",40,14,0.35
"4229014","42290177",42,0,0
"4229111","42291122",40,0,0
"4229112","42291127",41,29,0.707317073170732
"4229113","42291172",41,0,0
"4229114","42291177",41,16,0.390243902439024
"4229211","42292122",40,0,0
"4229212","42292127",41,0,0
"4229213","42292172",40,12,0.3
"4229214","42292177",42,18,0.428571428571429
"4229311","42293122",41,8,0.195121951219512
"4229312","42293127",41,30,0.731707317073171
"4229313","42293172",41,0,0
"4229314","42293177",41,2,0.0487804878048781
"4229021","42290222",42,2,0.0476190476190476
"4229022","42290227",40,0,0
"4229023","42290272",41,4,0.0975609756097561
"4229024","42290277",41,0,0
"4229121","42291222",41,60,1.46341463414634
"4229122","42291227",40,11,0.275
"4229123","42291272",41,31,0.75609756097561
"4229124","42291277",40,85,2.125
"4229221","42292222",42,52,1.23809523809524
"4229222","42292227",40,75,1.875
"4229223","42292272",41,70,1.70731707317073
"4229224","42292277",41,14,0.341463414634146
"4229321","42293222",40,72,1.8
"4229322","42293227",41,17,0.414634146341463
"4229323","42293272",40,71,1.775
"4229324","42293277",41,6,0.146341463414634
"4229421","42294222",41,0,0
"4229422","42294227",40,28,0.7
"4229423","42294272",40,0,0
"4229424","42294277",42,0,0
"4229131","42291322",41,0,0
"4229132","42291327",41,0,0
"4229133","42291372",42,0,0
"4229134","42291377",41,0,0
"4229231","42292322",41,0,0
"4229232","42292327",41,0,0
"4229233","42292372",40,6,0.15
"4229234","42292377",41,0,0
"4229331","42293322",41,66,1.60975609756098
"4229332","42293327",40,4,0.1
"4229333","42293372",41,14,0.341463414634146
"4229334","42293377",40,75,1.875
"4229431","42294322",42,86,2.04761904761905
"4229432","42294327",41,218,5.31707317073171
"4229433","42294372",41,17,0.414634146341463
"4229434","42294377",40,537,13.425
"4229341","42293422",42,0,0
"4229342","42293427",41,0,0
"4229343","42293472",41,40,0.975609756097561
"4229344","42293477",41,0,0
"4229441","42294422",40,202,5.05
"4229442","42294427",41,40,0.975609756097561
"4229443","42294472",41,451,11
"4229444","42294477",42,150,3.57142857142857
"4229541","42295422",41,101,2.46341463414634
"4229542","42295427",40,111,2.775
"4229543","42295472",42,5,0.119047619047619
"4229544","42295477",40,33,0.825
"4229451","42294522",40,0,0
"4229452","42294527",41,0,0
"4229453","42294572",40,31,0.775
"4229454","42294577",41,0,0
"4229551","42295522",41,117,2.85365853658537
"4229552","42295527",40,90,2.25
"4229553","42295572",41,69,1.68292682926829
"4229554","42295577",41,48,1.17073170731707
"4229651","42296522",41,28,0.682926829268293
"4229652","42296527",41,0,0
"4229653","42296572",40,0,0
"4229654","42296577",40,0,0
"4229371","42293722",41,3,0.0731707317073171
"4229372","42293727",40,16,0.4
"4229373","42293772",41,61,1.48780487804878
"4229374","42293777",40,130,3.25
"4229471","42294722",41,0,0
"4229472","42294727",40,27,0.675
"4229473","42294772",41,0,0
"4229474","42294777",40,0,0
"4230301","42303022",41,0,0
"4230302","42303027",40,0,0
"4230303","42303072",41,5,0.121951219512195
"4230304","42303077",41,0,0
"4230401","42304022",41,44,1.07317073170732
"4230402","42304027",40,0,0
"4230403","42304072",41,2,0.0487804878048781
"4230404","42304077",41,0,0
"4328171","43281722",41,0,0
"4328172","43281727",40,0,0
"4328173","43281772",41,0,0
"4328174","43281777",41,0,0
"4328271","43282722",41,0,0
"4328272","43282727",40,0,0
"4328273","43282772",40,0,0
"4328274","43282777",41,0,0
"4329101","43291022",40,0,0
"4329102","43291027",41,0,0
"4329103","43291072",40,0,0
"4329104","43291077",41,0,0
"4329201","43292022",42,0,0
"4329202","43292027",41,0,0
"4329203","43292072",40,0,0
"4329204","43292077",40,0,0
"4329511","43295122",41,0,0
"4329512","43295127",40,0,0
"4329513","43295172",41,0,0
"4329514","43295177",41,0,0
"4329621","43296222",40,0,0
"4329622","43296227",40,0,0
"4329623","43296272",40,0,0
"4329624","43296277",42,0,0
"4329161","43291622",41,0,0
"4329162","43291627",41,0,0
"4329163","43291672",41,0,0
"4329164","43291677",41,0,0
"4429141","44291422",41,0,0
"4429142","44291427",40,0,0
"4429143","44291472",40,0,0
"4429144","44291477",40,0,0
"4429441","44294422",40,0,0
"4429442","44294427",40,0,0
"4429443","44294472",40,0,0
"4429444","44294477",41,0,0
"4429641","44296422",40,0,0
"4429642","44296427",40,0,0
"4429643","44296472",39,0,0
"4429644","44296477",40,0,0
"4429351","44293522",41,0,0
"4429352","44293527",41,0,0
"4429353","44293572",40,0,0
"4429354","44293577",40,0,0
"4429451","44294522",40,0,0
"4429452","44294527",40,0,0
"4429453","44294572",40,0,0
"4429454","44294577",40,0,0
"4429561","44295622",40,0,0
"4429562","44295627",42,0,0
"4429563","44295672",41,0,0
"4429564","44295677",40,0,0
"4429661","44296622",40,0,0
"4429662","44296627",40,0,0
"4429663","44296672",41,0,0
"4429664","44296677",40,0,0
"4429571","44295722",40,0,0
"4429572","44295727",40,0,0
"4429573","44295772",39,0,0
"4429574","44295777",40,0,0
"4429671","44296722",40,0,0
"4429672","44296727",41,0,0
"4429673","44296772",40,0,0
"4429674","44296777",39,0,0
"4429771","44297722",39,0,0
"4429772","44297727",41,0,0
"4429773","44297772",41,0,0
"4429774","44297777",39,0,0
"4440521","44405222",40,0,0
"4440522","44405227",40,0,0
"4440523","44405272",40,0,0
"4440524","44405277",40,0,0
"4529071","45290722",39,0,0
"4529072","45290727",40,0,0
"4529073","45290772",41,0,0
"4529074","45290777",42,0,0
"4530001","45300022",40,0,0
"4530002","45300027",41,0,0
"4530003","45300072",39,0,0
"4530004","45300077",39,0,0
"4530511","45305122",39,0,0
"4530512","45305127",39,0,0
"4530513","45305172",39,0,0
"4530514","45305177",41,0,0
"4530521","45305222",39,0,0
"4530522","45305227",41,0,0
"4530523","45305272",40,0,0
"4530524","45305277",39,0,0
"4530231","45302322",39,0,0
"4530232","45302327",39,0,0
"4530233","45302372",42,0,0
"4530234","45302377",41,0,0
"4530331","45303322",39,0,0
"4530332","45303327",39,0,0
"4530333","45303372",40,0,0
"4530334","45303377",40,0,0
"4530431","45304322",40,0,0
"4530432","45304327",39,0,0
"4530433","45304372",39,12,0.307692307692308
"4530434","45304377",40,0,0
"4530531","45305322",41,0,0
"4530532","45305327",39,15,0.384615384615385
"4530533","45305372",39,0,0
"4530534","45305377",39,0,0
"4530241","45302422",40,0,0
"4530242","45302427",41,0,0
"4530243","45302472",39,21,0.538461538461538
"4530244","45302477",39,9,0.230769230769231
"4530341","45303422",39,9,0.230769230769231
"4530342","45303427",41,46,1.1219512195122
"4530343","45303472",41,0,0
"4530344","45303477",39,9,0.230769230769231
"4530441","45304422",39,0,0
"4530442","45304427",40,3,0.075
"4530443","45304472",41,12,0.292682926829268
"4530444","45304477",40,85,2.125
"4530541","45305422",39,77,1.97435897435897
"4530542","45305427",39,44,1.12820512820513
"4530543","45305472",41,0,0
"4530544","45305477",41,0,0
"4530351","45303522",40,0,0
"4530352","45303527",40,0,0
"4530353","45303572",39,82,2.1025641025641
"4530354","45303577",39,0,0
"4530451","45304522",40,51,1.275
"4530452","45304527",41,0,0
"4530453","45304572",39,30,0.769230769230769
"4530454","45304577",39,0,0
"4530461","45304622",39,0,0
"4530462","45304627",38,0,0
"4530463","45304672",39,0,0
"4530464","45304677",41,6,0.146341463414634
"4530561","45305622",39,0,0
"4530562","45305627",39,12,0.307692307692308
"4530563","45305672",39,0,0
"4530564","45305677",41,0,0
"4530471","45304722",40,3,0.075
"4530472","45304727",40,0,0
"4530473","45304772",40,186,4.65
"4530474","45304777",39,92,2.35897435897436
"4530571","45305722",39,196,5.02564102564103
"4530572","45305727",40,62,1.55
"4530573","45305772",41,39,0.951219512195122
"4530574","45305777",39,36,0.923076923076923
"4530671","45306722",39,24,0.615384615384615
"4530672","45306727",39,153,3.92307692307692
"4530673","45306772",40,0,0
"4530674","45306777",40,147,3.675
"4530771","45307722",38,0,0
"4530772","45307727",39,0,0
"4530773","45307772",40,0,0
"4530774","45307777",41,0,0
"4531601","45316022",41,0,0
"4531602","45316027",40,0,0
"4531603","45316072",39,0,0
"4531604","45316077",39,0,0
"4531701","45317022",41,0,0
"4531702","45317027",40,0,0
"4531703","45317072",38,0,0
"4531704","45317077",38,0,0
"4540521","45405222",36,0,0
"4540522","45405227",39,0,0
"4540523","45405272",40,0,0
"4540524","45405277",35,0,0
"4629131","46291322",40,0,0
"4629132","46291327",39,0,0
"4629133","46291372",39,0,0
"4629134","46291377",41,0,0
"4629231","46292322",41,0,0
"4629232","46292327",40,0,0
"4629233","46292372",39,0,0
"4629234","46292377",39,0,0
"4629531","46295322",41,0,0
"4629532","46295327",38,0,0
"4629533","46295372",39,0,0
"4629534","46295377",38,0,0
"4629631","46296322",40,0,0
"4629632","46296327",40,0,0
"4629633","46296372",40,0,0
"4629634","46296377",39,0,0
"4629751","46297522",39,0,0
"4629752","46297527",39,0,0
"4629753","46297572",40,0,0
"4629754","46297577",40,0,0
"4629171","46291722",40,0,0
"4629172","46291727",41,0,0
"4629173","46291772",39,0,0
"4629174","46291777",39,0,0
"4629271","46292722",39,0,0
"4629272","46292727",40,0,0
"4629273","46292772",40,0,0
"4629274","46292777",40,0,0
"4630001","46300022",39,0,0
"4630002","46300027",39,0,0
"4630003","46300072",40,0,0
"4630004","46300077",40,0,0
"4630101","46301022",40,0,0
"4630102","46301027",38,0,0
"4630103","46301072",39,0,0
"4630104","46301077",40,0,0
"4630611","46306122",39,0,0
"4630612","46306127",40,0,0
"4630613","46306172",40,0,0
"4630614","46306177",40,0,0
"4630711","46307122",39,0,0
"4630712","46307127",39,72,1.84615384615385
"4630713","46307172",40,0,0
"4630714","46307177",40,79,1.975
"4630021","46300222",39,0,0
"4630022","46300227",39,0,0
"4630023","46300272",38,0,0
"4630024","46300277",41,0,0
"4630121","46301222",40,0,0
"4630122","46301227",40,0,0
"4630123","46301272",39,0,0
"4630124","46301277",39,0,0
"4630621","46306222",40,0,0
"4630622","46306227",38,0,0
"4630623","46306272",38,6,0.157894736842105
"4630624","46306277",40,0,0
"4630721","46307222",41,642,15.6585365853659
"4630722","46307227",38,181,4.76315789473684
"4630723","46307272",38,374,9.8421052631579
"4630724","46307277",39,151,3.87179487179487
"4630131","46301322",39,0,0
"4630132","46301327",39,0,0
"4630133","46301372",40,0,0
"4630134","46301377",41,0,0
"4630631","46306322",39,0,0
"4630632","46306327",41,0,0
"4630633","46306372",40,9,0.225
"4630634","46306377",39,78,2
"4630731","46307322",39,133,3.41025641025641
"4630732","46307327",40,210,5.25
"4630733","46307372",41,144,3.51219512195122
"4630734","46307377",39,139,3.56410256410256
"4630541","46305422",39,0,0
"4630542","46305427",38,0,0
"4630543","46305472",39,0,0
